Τίτλος,Όμοιοι Τίτλοι
Άδεια ραδιοερασιτέχνη,"Άδεια ραδιοερασιτέχνη SV0
Εξετάσεις για πτυχίο ραδιοερασιτέχνη"
Άδεια ραδιοερασιτέχνη SV0,Άδεια ραδιοερασιτέχνη
Άδεια χονδρικής πώλησης κτηνιατρικών φαρμάκων,Άδεια λιανικής πώλησης κτηνιατρικών φαρμακευτικών προϊόντων
Άδειες μεταφοράς ζώντων ζώων,"Άδεια μεταφορέα ζώντων ζώων τύπου I
Άδεια μεταφορέα ζώντων ζώων τύπου IΙ"
Άρση Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου,"Άρση Απόσπασης Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου"
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου,"Άρση Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου"
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου,"Άρση Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου"
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου,"Άρση Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου"
Άρση Απόσπασης Υπαλλήλου στο Γραφείο Έλληνα Επιτρόπου στην Ευρωπαϊκή Επιτροπή,Απόσπαση Υπαλλήλου στο Γραφείο Έλληνα Επιτρόπου στην Ευρωπαϊκή Επιτροπή
Άρση ακινησίας οχήματος ιδιωτικής χρήσης (ΙΧ),Δήλωση ακινησίας οχήματος ιδιωτικής χρήσης (ΙΧ)
Άσκηση επαγγέλματος εκπαιδευτή οδηγών,Αναγγελία Έναρξης και Ανανέωσης Άσκησης Επαγγέλματος Εκπαιδευτή Υποψηφίων Οδηγώνν
Άτλας υγείας,"Ηλεκτρονικά ραντεβού στις Μονάδες πρωτοβάθμιας φροντίδας υγείας
Υγειονομική Εξέταση Αστ. Προσ. περί τραυματισμού ή πάθησής του, η σχέση με την υπηρεσία και της αποκατάστασης της υγείας του"
Άυλη συνταγογράφηση,"Γνωματεύσεις / συνταγογράφηση παροχών ΕΚΠΥ
Επιβολή Διοικητικών Κυρώσεων σε Ιατρούς, Κατόπιν Διαπίστωσης Παραβατικότητας στη Συνταγογράφηση
Ηλεκτρονική συνταγογράφηση"
Έγκριση (Αναγνώριση) Οργανισμών Αξιολόγησης της Συμμόρφωσης σε Πεδία Τεχνικής Βιομηχανικής Νομοθεσίας,Εποπτεία Οργανισμών Αξιολόγησης της Συμμόρφωσης σε Πεδία Τεχνικής Βιομηχανικής Νομοθεσίας
Έγκριση Εκτέλεσης Προγραμμάτων Επιμόρφωσης Εργοδοτών και Εργαζομένων για Θέματα Άσκησης Καθηκόντων Τεχνικού Ασφάλειας,"Ένταξη στο Μητρώο Εκπαιδευτών Εκτέλεσης Προγραμμάτων Επιμόρφωσης Εργοδοτών και Εργαζομένων για Θέματα Άσκησης Καθηκόντων Τεχ
Ένταξη στο Μητρώο Φορέων Εκτέλεσης Προγραμμάτων Επιμόρφωσης Εργοδοτών και Εργαζομένων για Θέματα Άσκησης Καθηκόντων Τεχνικού
Κατάθεση Απολογισμού Προγραμμάτων Επιμόρφωσης Εργοδοτών και Εργαζομένων για Θέματα Άσκησης Καθηκόντων Τεχνικού Ασφάλειας"
Έγκριση Κυκλοφορίας Οργάνων Μέτρησης,Τέλη κυκλοφορίας
"Έγκριση Συμμετοχής σε Εξετάσεις, με Σκοπό την Απόκτηση Άδειας Εργοδηγού Υδραυλικού (Φυσικό Πρόσωπο)","Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Αρχιτεχνίτη Υδραυλικού (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Εγκαταστάτη Εγκαταστάσεων Καύσης (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Εργοδηγού Μηχανικού Εγκαταστάσεων 1ης Ειδικότητας (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Εργοδηγού Μηχανικού Εγκαταστάσεων 2ης Ειδικότητας (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Εργοδηγού Μηχανικού Εγκαταστάσεων 3ης Ειδικότητας (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Εργοδηγού Μηχανικού Εγκαταστάσεων 4ης Ειδικότητας (Φυσικό Πρόσωπο)"
Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Αρχιτεχνίτη Εγκαταστάσεων Καύσης (Φυσικό Πρόσωπο),"Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Αρχιτεχνίτη Μηχανικού Εγκαταστάσεων 1ης Ειδικότητας (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Αρχιτεχνίτη Μηχανικού Εγκαταστάσεων 2ης Ειδικότητας (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Αρχιτεχνίτη Μηχανικού Εγκαταστάσεων 3ης Ειδικότητος (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Αρχιτεχνίτη Μηχανικού Εγκαταστάσεων 4ης Ειδικότητας (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Αρχιτεχνίτη Υδραυλικού (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Εγκαταστάτη Εγκαταστάσεων Καύσης (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Εργοδηγού Μηχανικού Εγκαταστάσεων 1ης Ειδικότητας (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Εργοδηγού Μηχανικού Εγκαταστάσεων 2ης Ειδικότητας (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Εργοδηγού Μηχανικού Εγκαταστάσεων 3ης Ειδικότητας (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με Σκοπό την Απόκτηση Άδειας Εργοδηγού Μηχανικού Εγκαταστάσεων 4ης Ειδικότητας (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με σκοπό την Απόκτηση Άδειας Αρχιτεχνίτη Ηλεκτροσυγκολλητή Α' Τάξη (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με σκοπό την Απόκτηση Άδειας Αρχιτεχνίτη Ηλεκτροσυγκολλητή Β' Τάξης (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με σκοπό την Απόκτηση Άδειας Αρχιτεχνίτη Οξυγονοκολλητή Α' Τάξης (Φυσικό Πρόσωπο)
Έγκριση Συμμετοχής σε Εξετάσεις με σκοπό την Απόκτηση Άδειας Αρχιτεχνίτη Οξυγονοκολλητή Β' Τάξης (Φυσικό Πρόσωπο)"
